city,country,name,state,website 
Cambridge,United States,Arthur D. Little Management Education Institute,Massachusetts,http://www.adlsom.edu/
Cambridge,United States,Cambridge College,Massachusetts,http://www.cambridge.edu/
Cambridge,United States,Harvard University,Massachusetts,http://www.harvard.edu/
Cambridge,United States,Lesley University,Massachusetts,http://www.lesley.edu/
Cambridge,United States,Massachusetts Institute of Technology,Massachusetts,http://www.mit.edu/
Buzzards Bay,United States,Massachusetts Maritime Academy,Massachusetts,http://www.mma.mass.edu/
Brookline,United States,Hebrew College,Massachusetts,http://www.hebrewcollege.edu/
Bridgewater,United States,Bridgewater State College,Massachusetts,http://www.bridgew.edu/
Beverly,United States,Montserrat College of Art,Massachusetts,http://www.montserrat.edu/
Boston,United States,Berklee College of Music,Massachusetts,http://www.berklee.edu/
Boston,United States,Boston Architectural Center,Massachusetts,http://www.the-bac.edu/
Boston,United States,Boston College,Massachusetts,http://www.bc.edu/
Boston,United States,Boston University,Massachusetts,http://www.bu.edu/
Boston,United States,Emerson College,Massachusetts,http://www.emerson.edu/
Boston,United States,Emmanuel College,Massachusetts,http://www.emmanuel.edu/
Boston,United States,Fisher College,Massachusetts,http://www.fisher.edu/
Boston,United States,Massachusetts College of Art,Massachusetts,http://www.massart.edu/
Boston,United States,Massachusetts College of Pharmacy and Allied Health Sciences,Massachusetts,http://www.mcp.edu/
Boston,United States,Massachusetts School of Professional Psychology,Massachusetts,http://www.mspp.edu/
Boston,United States,MGH Institute of Health Professions,Massachusetts,http://www.mghihp.edu/
Boston,United States,New England College of Optometry,Massachusetts,http://www.ne-optometry.edu/
Boston,United States,New England Conservatory of Music,Massachusetts,http://www.newenglandconservatory.edu/
Boston,United States,New England School of Art and Design,Massachusetts,http://www.suffolk.edu/nesad/
Boston,United States,New England School of Law,Massachusetts,http://www.nesl.edu/
Boston,United States,Northeastern University,Massachusetts,http://www.neu.edu/
Boston,United States,School of the Museum of Fine Arts,Massachusetts,http://www.smfa.edu/
Boston,United States,Simmons College,Massachusetts,http://www.simmons.edu/
Boston,United States,Suffolk University,Massachusetts,http://www.suffolk.edu/
Boston,United States,The Art Institute of Boston,Massachusetts,http://www.aiboston.edu/
Boston,United States,The Boston Conservatory,Massachusetts,http://www.bostonconservatory.edu/
Boston,United States,University of Massachusetts at Boston,Massachusetts,http://www.umb.edu/
Boston,United States,University of Massachusetts (System),Massachusetts,http://www.massachusetts.edu/
Boston,United States,Wentworth Institute of Technology,Massachusetts,http://www.wit.edu/
Boston,United States,Wheelock College,Massachusetts,http://www.wheelock.edu/
Babson Park,United States,Babson College,Massachusetts,http://www.babson.edu/
Amherst,United States,Amherst College,Massachusetts,http://www.amherst.edu/
Amherst,United States,Hampshire College,Massachusetts,http://www.hampshire.edu/
Amherst,United States,University of Massachusetts at Amherst,Massachusetts,http://www.umass.edu/
Warren,United States,Detroit College of Business - Warren,Michigan,http://www.davenport.edu/e3front.dll?durki=108
Troy,United States,Walsh College of Accountancy and Business Administration,Michigan,http://www.walshcol.edu/
Spring Arbor,United States,Spring Arbor College,Michigan,http://www.arbor.edu/
Southfield,United States,Lawrence Technological University,Michigan,http://www.ltu.edu/
Sault Sainte Marie,United States,Lake Superior State University,Michigan,http://www.lssu.edu/
Saginaw,United States,Saginaw Valley State University,Michigan,http://www.svsu.edu/
Rochester Hills,United States,Rochester College,Michigan,http://www.rc.edu/
Rochester,United States,Oakland University,Michigan,http://www.oakland.edu/
Port Huron,United States,Baker College of Port Huron,Michigan,http://www.baker.edu/visit/porthuron.html
Olivet,United States,Olivet College,Michigan,http://www.olivetcollege.edu/
Owosso,United States,Baker College of Owosso,Michigan,http://www.baker.edu/visit/owosso.html
Muskegon,United States,Baker College of Muskegon,Michigan,http://www.baker.edu/visit/muskegon.html
Mount Pleasant,United States,Central Michigan University,Michigan,http://www.cmich.edu/
Mount Clemens,United States,Baker College of Mount Clemens,Michigan,http://www.baker.edu/visit/mtclemens.html
Marquette,United States,Northern Michigan University,Michigan,http://www.nmu.edu/
Livonia,United States,Madonna University,Michigan,http://madonna2.siteobjects.com/pages/index.cfm
Lansing,United States,"Davenport College of Business, Lansing",Michigan,http://www.davenport.edu/lansing/
Lansing,United States,Great Lakes Christian College,Michigan,http://www.glcc.edu/
Kalamazoo,United States,"Davenport College of Business, Kalamazoo",Michigan,http://www.davenport.edu/kalamazoo/
Kalamazoo,United States,Kalamazoo College,Michigan,http://www.kzoo.edu/
Kalamazoo,United States,Western Michigan University,Michigan,http://www.wmich.edu/
Midland,United States,Northwood University,Michigan,http://www.northwood.edu/
Hancock,United States,Finlandia University,Michigan,http://www.finlandia.edu/
Hillsdale,United States,Hillsdale College,Michigan,http://www.hillsdale.edu/
Grand Rapids,United States,Aquinas College,Michigan,http://www.aquinas.edu/
Grand Rapids,United States,Calvin College,Michigan,http://www.calvin.edu/
Grand Rapids,United States,"Davenport College of Business, Grand Rapids",Michigan,http://www.davenport.edu/grandrapids/
Grand Rapids,United States,Grace Bible College,Michigan,http://www.gbcol.edu/
Grand Rapids,United States,Kendall College of Art and Design,Michigan,http://www.kcad.edu/
Grand Rapids,United States,Reformed Bible College,Michigan,http://www.reformed.edu/
Farmington Hills,United States,Michigan School of Professional Psychology,Michigan,http://www.mispp.edu/
Detroit,United States,Center for Humanistic Studies,Michigan,http://www.humanpsych.edu/
Detroit,United States,College for Creative Studies,Michigan,http://www.ccscad.edu/
Detroit,United States,Detroit College of Law,Michigan,http://www.dcl.edu/
Detroit,United States,Marygrove College,Michigan,http://www.marygrove.edu/
Detroit,United States,University of Detroit Mercy,Michigan,http://www.udmercy.edu/
Detroit,United States,Wayne State University,Michigan,http://www.wayne.edu/
Flint,United States,Baker College of Flint,Michigan,http://www.baker.edu/visit/flint.html
Flint,United States,Detroit College of Business - Flint,Michigan,http://www.davenport.edu/e3front.dll?durki=1283
Flint,United States,Kettering University (GMI),Michigan,http://www.kettering.edu/
Flint,United States,University of Michigan - Flint,Michigan,http://www.flint.umich.edu/
Farmington,United States,William Tyndale College,Michigan,http://www.williamtyndale.edu/
East Lansing,United States,Michigan State University,Michigan,http://www.msu.edu/
Dearborn,United States,Detroit College of Business,Michigan,http://www.dcb.edu/
Dearborn,United States,University of Michigan - Dearborn,Michigan,http://www.umd.umich.edu/
Cadillac,United States,Baker College of Cadillac,Michigan,http://www.baker.edu/visit/cadillac.html
Bloomfield Hills,United States,Cranbrook Academy of Art,Michigan,http://www.cranbrookart.edu/
Big Rapids,United States,Ferris State University,Michigan,http://www.ferris.edu/
Berrien Springs,United States,Andrews University,Michigan,http://www.andrews.edu/
Auburn Hills,United States,Baker College of Auburn Hills,Michigan,http://www.baker.edu/visit/auburn.html
Ann Arbor,United States,"Concordia College, Ann Arbor",Michigan,http://www.ccaa.edu/
Ann Arbor,United States,University of Michigan - Ann Arbor,Michigan,http://www.umich.edu/
Alma,United States,Alma College,Michigan,http://www.alma.edu/
Allendale,United States,Grand Valley State University,Michigan,http://www.gvsu.edu/
Albion,United States,Albion College,Michigan,http://www.albion.edu/
Adrian,United States,Adrian College,Michigan,http://www.adrian.edu/
Adrian,United States,Siena Heights University,Michigan,http://www.sienahts.edu/
Winona,United States,St. Mary's University of Minnesota,Minnesota,http://www.smumn.edu/
Winona,United States,Winona State University,Minnesota,http://www.winona.msus.edu/
Saint Paul,United States,Bethel College St. Paul,Minnesota,http://www.bethel.edu/
Saint Paul,United States,College of St. Catherine,Minnesota,http://www.stkate.edu/
Saint Paul,United States,College of Visual Arts,Minnesota,http://www.cva.edu/
Saint Paul,United States,"Concordia College, St. Paul",Minnesota,http://www.csp.edu/
Saint Paul,United States,Hamline University,Minnesota,http://www.hamline.edu/
Saint Paul,United States,Macalester College,Minnesota,http://www.macalstr.edu/
Saint Paul,United States,Metropolitan State University,Minnesota,http://www.metro.msus.edu/
Saint Paul,United States,"National American University, Roseville",Minnesota,http://www.national.edu/roseville.html
Saint Paul,United States,Northwestern College St. Paul,Minnesota,http://www.nwc.edu/
Saint Paul,United States,"Rasmussen College, Minnesota Campuses",Minnesota,http://www.rasmussen.edu/locations/minnesota/
Saint Paul,United States,"University of St. Thomas, St. Paul",Minnesota,http://www.stthomas.edu/
Saint Paul,United States,William Mitchell College of Law,Minnesota,http://www.wmitchell.edu/
Saint Peter,United States,Gustavus Adolphus College,Minnesota,http://www.gac.edu/
Saint Joseph,United States,College of St. Benedict and St. John's University,Minnesota,http://www.csbsju.edu/
Saint Cloud,United States,"Rasmussen College, Minnesota Campuses",Minnesota,http://www.rasmussen.edu/locations/minnesota/
Saint Cloud,United States,St. Cloud State University,Minnesota,http://www.stcloudstate.edu/
Saint Bonifacius,United States,Crown College,Minnesota,http://www.crown.edu/
Rochester,United States,Mayo Graduate School,Minnesota,http://www.mayo.edu/mgs/gs.html
Rochester,United States,Mayo Medical School,Minnesota,http://www.mayo.edu/education/mms/
Rochester,United States,Minnesota Bible College,Minnesota,http://www.mnbc.edu/
Owatonna,United States,Pillsbury Baptist Bible College,Minnesota,http://www.pillsbury.edu/
Northfield,United States,Carleton College,Minnesota,http://www.carleton.edu/
Northfield,United States,St. Olaf College,Minnesota,http://www.stolaf.edu/
New Ulm,United States,Martin Luther College,Minnesota,http://www.mlc-wels.edu/
Morris,United States,University of Minnesota - Morris,Minnesota,http://www.mrs.umn.edu/
Moorhead,United States,"Concordia College, Moorhead",Minnesota,http://www.cord.edu/
Moorhead,United States,Moorhead State University,Minnesota,http://www.moorhead.msus.edu/
Moorhead,United States,"Rasmussen College, Minnesota Campuses",Minnesota,http://www.rasmussen.edu/locations/minnesota/
Minneapolis,United States,Augsburg College,Minnesota,http://www.augsburg.edu/
Minneapolis,United States,Capella University,Minnesota,http://www.capella.edu/
Minneapolis,United States,Minneapolis College of Art and Design,Minnesota,http://www.mcad.edu/
Minneapolis,United States,Minnesota School of Professional Psychology,Minnesota,http://www.aspp.edu/mn.html
Minneapolis,United States,North Central Bible College,Minnesota,http://www.ncbc.edu/
Minneapolis,United States,"Rasmussen College, Minnesota Campuses",Minnesota,http://www.rasmussen.edu/locations/minnesota/
Minneapolis,United States,University of Minnesota - Twin Cities Campus,Minnesota,http://www1.umn.edu/twincities/
Minneapolis,United States,Walden University,Minnesota,http://www.waldenu.edu/
Edina,United States,Excel College,Minnesota,http://www.excelcollege.org/
Marshall,United States,Southwest State University,Minnesota,http://www.southwest.msus.edu/
Mankato,United States,Mankato State University,Minnesota,http://www.mankato.msus.edu/
Mankato,United States,"Rasmussen College, Minnesota Campuses",Minnesota,http://www.rasmussen.edu/locations/minnesota/
Hopkins,United States,Alfred Adler Graduate School,Minnesota,http://www.alfredadler.edu/
Duluth,United States,College of St. Scholastica,Minnesota,http://www.css.edu/
Duluth,United States,Duluth Business University,Minnesota,http://www.dbumn.edu/
Duluth,United States,The College of St. Scholastica,Minnesota,http://www.css.edu/
Duluth,United States,University of Minnesota - Duluth,Minnesota,http://www.d.umn.edu/
Crookston,United States,University of Minnesota - Crookston,Minnesota,http://www.crk.umn.edu/
Bloomington,United States,Northwestern College of Chiropractic,Minnesota,http://www.nwchiro.edu/
Bemidji,United States,Bemidji State Univeristy,Minnesota,http://www.bemidji.msus.edu/
Tougaloo,United States,Tougaloo College,Mississippi,http://www.tougaloo.edu/
Starkville,United States,Mississippi State University,Mississippi,http://www.msstate.edu/
Picayune,United States,Columbus University,Mississippi,http://www.columbusu.com/
Pascagoula,United States,American World University,Mississippi,http://www.awu.edu/
Oxford,United States,University of Mississippi,Mississippi,http://www.olemiss.edu/
Lorman,United States,Alcorn State University,Mississippi,http://www.alcorn.edu/
Laurel,United States,Southeastern Baptist College,Mississippi,http://www.southeasternbaptist.edu/
Jackson,United States,Belhaven College,Mississippi,http://www.belhaven.edu/
Jackson,United States,Jackson State University,Mississippi,http://www.jsums.edu/
Jackson,United States,Millsaps College,Mississippi,http://www.millsaps.edu/
Jackson,United States,University of Mississippi Medical Center,Mississippi,http://www.umc.edu/
Itta Bena,United States,Mississippi Valley State University,Mississippi,http://www.mvsu.edu/
Holly Springs,United States,Rust College,Mississippi,http://www.rustcollege.edu/
Hattiesburg,United States,University of Southern Mississippi,Mississippi,http://www.usm.edu/
Hattiesburg,United States,William Carey College,Mississippi,http://www.wmcarey.edu/
Columbus,United States,Mississippi University for Women,Mississippi,http://www.muw.edu/
Florence,United States,Wesley College Mississippi,Mississippi,http://www.wesleycollege.com/
Clinton,United States,Mississippi College,Mississippi,http://www.mc.edu/
Cleveland,United States,Delta State University,Mississippi,http://www.deltast.edu/
Blue Mountain,United States,Blue Mountain College,Mississippi,http://www.bmc.edu/
Helena,United States,Carroll College Helena,Montana,http://www.carroll.edu/
Havre,United States,Montana State University - Northern,Montana,http://www.msun.edu/
Dillon,United States,University of Montana Western,Montana,http://www.umwestern.edu/
Great Falls,United States,Mills Grae University,Montana,http://www.mgu.edu/
Great Falls,United States,University of Great Falls,Montana,http://www.ugf.edu/
Bozeman,United States,Montana State University,Montana,http://www.montana.edu/
Billings,United States,Montana State University - Billings,Montana,http://www.msubillings.edu/
Billings,United States,Rocky Mountain College,Montana,http://www.rocky.edu/
Butte,United States,Montana Tech,Montana,http://www.mtech.edu/
Mazār-e Šarīf,Afghanistan,Balkh University,,http://www.ba.edu.af/
Mazār-e Šarīf,Afghanistan,Sadat Institute of Higher Education,,http://sadat.edu.af/
Mazār-e Šarīf,Afghanistan,Taj Institute of Higher Education,,http://www.taj.edu.af/
Pol-e H̱umrī,Afghanistan,Baghlan University,,http://www.baghlan.edu.af/
Laškar Gāh,Afghanistan,Bost University,,http://www.bost.edu.af/
Khowst,Afghanistan,Shaikh Zayed University,,http://www.szu.edu.af/
Herāt,Afghanistan,Herat University,,http://www.hu.edu.af/
Kabul,Afghanistan,Afghan University,,http://www.afghanuniversity.edu.af/
Kabul,Afghanistan,American University of Afghanistan,,http://www.auaf.edu.af/
Kabul,Afghanistan,Ariana Institute of Higher Education,,http://www.ariana.edu.af/
Kabul,Afghanistan,Bakhtar University,,http://www.bakhtar.edu.af/
Kabul,Afghanistan,Dawat University,,http://www.dawat.edu.af/
Kabul,Afghanistan,Dunya Institute of Higher Education,,http://www.dunya.edu.af/
Kabul,Afghanistan,Kabul Education University,,http://www.keu.edu.af/
Kabul,Afghanistan,Kabul Medical University,,http://www.kmu.edu.af/
Kabul,Afghanistan,Kabul University,,http://ku.edu.af/en
Kabul,Afghanistan,Kardan University,,http://www.kardan.edu.af/
Kabul,Afghanistan,National Military Academy of Afghanistan,,http://www.nmaa.edu.af/
Kabul,Afghanistan,Polytechnical University of Kabul,,http://www.polytechnic-kabul.org/
Kabul,Afghanistan,Salam University,,http://www.salam.edu.af/
Jalālābād,Afghanistan,Ariana Institute of Higher Education,,http://www.ariana.edu.af/
Jalālābād,Afghanistan,Khurasan University,,http://www.kumsa.net/
Jalālābād,Afghanistan,Nangarhar University,,http://www.nu.edu.af/
Bāmīyān,Afghanistan,Bamiyan University,,http://www.bu.edu.af/
Ġaznī,Afghanistan,Ghazni University,,http://www.gu.edu.af/
Fayzābād,Afghanistan,Badakhshan University,,http://www.badakhshan.edu.af/
Čārīkār,Afghanistan,Parwan University,,http://www.parwan.edu.af/
Willimantic,United States,Eastern Connecticut State University,Connecticut,http://www.ecsu.ctstateu.edu/
West Hartford,United States,St. Joseph College,Connecticut,http://www.sjc.edu/
West Hartford,United States,University of Connecticut at Hartford,Connecticut,http://vm.uconn.edu/~wwwhtfd/ugrad/
West Hartford,United States,University of Hartford,Connecticut,http://www.hartford.edu/
West Haven,United States,University of New Haven,Connecticut,http://www.newhaven.edu/
Claremont,United States,Claremont Graduate University,California,http://www.cgu.edu/
Claremont,United States,Claremont Lincoln University,California,http://www.claremontlincoln.org/
Claremont,United States,Claremont McKenna College,California,http://www.mckenna.edu/
Claremont,United States,Harvey Mudd College,California,http://www.hmc.edu/
Claremont,United States,Keck Graduate Institute of Applied Life Sciences,California,http://www.kgi.edu/
Claremont,United States,Pitzer College,California,http://www.pitzer.edu/
Claremont,United States,Pomona College,California,http://www.pomona.edu/
Claremont,United States,Scripps College,California,http://www.scrippscol.edu/
Waterbury,United States,Post University of Waterbury,Connecticut,http://www.post.edu/
Waterbury,United States,University of Connecticut at Waterbury,Connecticut,http://www.waterbury.uconn.edu/
Walnut Ridge,United States,Williams Baptist College,Arkansas,http://www.wbcoll.edu/
Siloam Springs,United States,John Brown University,Arkansas,http://www.jbu.edu/
Tucson,United States,University of Arizona,Arizona,http://www.arizona.edu/
Tuskegee,United States,Tuskegee University,Alabama,http://www.tusk.edu/
Tuscaloosa,United States,Stillman College,Alabama,http://www.stillman.edu/
Tuscaloosa,United States,University of Alabama - Tuscaloosa,Alabama,http://www.ua.edu/
Talladega,United States,Talladega College,Alabama,http://www.talladega.edu/
Troy,United States,Troy University,Alabama,http://www.troy.edu/
Troy,United States,"Troy University, Troy",Alabama,http://troy.troy.edu/
Phenix City,United States,"Troy University, Phenix City",Alabama,http://phenix.troy.edu/
Orange Beach,United States,Columbia Southern University,Alabama,http://www.columbiasouthern.edu/
Selma,United States,"Concordia College, Selma",Alabama,http://higher-ed.lcms.org/selma.htm
Montgomery,United States,Alabama State University,Alabama,http://www.alasu.edu/
Montgomery,United States,Auburn University at Montgomery,Alabama,http://www.aum.edu/
Montgomery,United States,Faulkner University,Alabama,http://www.faulkner.edu/
Montgomery,United States,The Southern Christian University,Alabama,http://www.southernchristian.edu/
Montgomery,United States,"Troy University, Montgomery",Alabama,http://montgomery.troy.edu/
Montevallo,United States,University of Montevallo,Alabama,http://www.montevallo.edu/
Mobile,United States,Spring Hill College,Alabama,http://www.shc.edu/
Mobile,United States,University of Mobile,Alabama,http://www.umobile.edu/
Mobile,United States,University of South Alabama,Alabama,http://www.usouthal.edu/
Ndola,Zambia,Northrise University,,https://northrise.org/
Marion,United States,Judson College Marion,Alabama,http://home.judson.edu/
Ta'izz,Yemen,Taiz University,,http://www.taiz.edu.ye/
Monze,Zambia,Rusangu University,,http://ru.edu.zm/
Şan'ā,Yemen,Al-Eman University,,http://www.jameataleman.org/
Şan'ā,Yemen,Al-Nasser University,,http://www.al-edu.com/
Şan'ā,Yemen,Queen Arwa University,,http://www.arwauniversity.org/
Şan'ā,Yemen,Saba University,,http://www.sabauni.net/
Şan'ā,Yemen,Sana'a University,,http://www.su.edu.ye/
Şan'ā,Yemen,University of Aden,,http://www.aden-univ.net/
Şan'ā,Yemen,University of Modern Sciences,,http://www.ums-edu.com/
Şan'ā,Yemen,University of Science and Technology Sana'a,,http://www.ust.edu/
Şan'ā,Yemen,Yemenia University,,http://www.yuniv.net/
Charlotte Amalie,Virgin Islands,University of the Virgin Islands,,http://www.uvi.edu/
Thư Dầu Một,Vietnam,Binh Duong Economics and Technology University,,http://www.ktkt.edu.vn/
Thư Dầu Một,Vietnam,Binh Duong University,,http://www.bdu.edu.vn/
Thái Nguyên,Vietnam,Thainguyen University of Agriculture and Forestry,,http://tuaf.edu.vn/
Ho Chi Minh City,Vietnam,Banking University of Ho Chi Minh City,,http://buh.edu.vn/
Ho Chi Minh City,Vietnam,Foreign Trade University,,http://www.ftu.edu.vn/
Ho Chi Minh City,Vietnam,Hoa Sen University,,http://www.hoasen.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City Open University,,http://ou.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City University of Agriculture and Forestry,,http://www.hcmuaf.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City University of Architecture,,http://www.uah.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City University of Economics,,http://www.ueh.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City University of Foreign Languages and Information Technology,,http://www.huflit.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City University of Law,,http://www.hcmulaw.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City University of Medicine and Pharmacy,,http://www.yds.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City University of Natural Sciences,,http://www.hcmuns.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City University of Pedagogics,,http://www.hcmup.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City University of Social Sciences and Humanities,,http://hcmussh.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City University of Technology,,http://www.hcmut.edu.vn/
Ho Chi Minh City,Vietnam,Ho Chi Minh City University of Transport,,http://ut.edu.vn/
Ho Chi Minh City,Vietnam,Hong Bang University International,,http://www.hbu.edu.vn/
Ho Chi Minh City,Vietnam,RMIT International University Vietnam,,http://www.rmit.edu.vn/
Ho Chi Minh City,Vietnam,Saigon University,,http://sgu.edu.vn/
Ho Chi Minh City,Vietnam,University of Technical Education Ho Chi Minh City,,http://hcmute.edu.vn/
Ho Chi Minh City,Vietnam,Van Lang University,,http://www.dhdlvanlang.edu.vn/
Ho Chi Minh City,Vietnam,Vietnam National University Ho Chi Minh City,,http://www.vnuhcm.edu.vn/
Huế,Vietnam,Hue University,,http://www.hueuni.edu.vn/
Huế,Vietnam,Hue University of Agriculture and Forestry ,,http://www.huaf.edu.vn/
Hà Nội,Vietnam,FPT University,,http://fpt.edu.vn/
Hà Nội,Vietnam,Hanoi Medical University,,http://www.hmu.edu.vn/
Hà Nội,Vietnam,Hanoi National Economics University,,http://www.neu.edu.vn/
Hà Nội,Vietnam,Hanoi Open University,,http://www.hou.edu.vn/
Hà Nội,Vietnam,Hanoi University of Architecture,,http://www.hau.edu.vn/
Hà Nội,Vietnam,Hanoi University of Civil Engineering,,http://www.dhxd.edu.vn/
Hà Nội,Vietnam,Hanoi University of Mining and Geology,,http://www.humg.edu.vn/
Hà Nội,Vietnam,Hanoi University of Science,,http://www.hus.edu.vn/
Hà Nội,Vietnam,Hanoi University of Science & Technology,,http://www.hust.edu.vn/
Hà Nội,Vietnam,Institute of Finance,,http://www.hvtc.edu.vn/
Hà Nội,Vietnam,Military Academy of Logistics,,http://hocvienhaucan.edu.vn/
Hà Nội,Vietnam,Phuong Dong University,,http://phuongdong.edu.vn/
Hà Nội,Vietnam,Posts & Telecommunications Institute of Technology,,http://www.ptit.edu.vn/
Hà Nội,Vietnam,University of Transport and Communications,,http://www.utc.edu.vn/
Hà Nội,Vietnam,Vietnam National University Hanoi,,http://www.vnu.edu.vn/
Hà Nội,Vietnam,Vietnam National University of Agriculture,,http://www.vnua.edu.vn/
Hà Nội,Vietnam,Water Resources University,,http://www.hwru.edu.vn/
Hải Phòng,Vietnam,Vietnam Maritime University,,http://www.vimaru.edu.vn/
Hải Dương,Vietnam,Hai Duong University,,http://uhd.edu.vn/
Đà Nẵng,Vietnam,Danang College Of Technology,,http://www.dct.udn.vn/
Đà Nẵng,Vietnam,University of Da Nang,,http://www.udn.vn/
Đà Lạt,Vietnam,University of Da Lat,,http://www.dlu.edu.vn/
Cần Thơ,Vietnam,Can-Tho University,,https://www.ctu.edu.vn/
Buôn Ma Thuột,Vietnam,Tay Nguyen University,,http://www.taynguyenuni.edu.vn/
al-Mukallā,Yemen,Alahgaff University,,http://www.ahgaff.edu/
al-Mukallā,Yemen,Hadhramout University of Science and Technology ,,http://www.hust.edu.ye/
Đamār,Yemen,Thamar University,,http://www.thuniv.net/
al-H̨udaydah,Yemen,Hodeidah University,,http://www.hoduniv.net.ye/
Lusaka,Zambia,Cavendish University,,http://www.cavendishza.org/
Lusaka,Zambia,University of Lusaka,,http://www.unilus.ac.zm/
Lusaka,Zambia,University of Zambia,,https://www.unza.zm/
Lusaka,Zambia,Zambian Open University,,http://zaou.ac.zm/
Kabwe,Zambia,Mulungushi University,,http://www.mu.ac.zm/
Kitwe,Zambia,Copperbelt University,,https://www.cbu.edu.zm/
Livingston,United States,University of West Alabama,Alabama,http://www.uwa.edu/
Jacksonville,United States,Jacksonville State University,Alabama,http://www.jsu.edu/
Huntsville,United States,Alabama Agricultural and Mechanical University,Alabama,http://www.aamu.edu/
Huntsville,United States,Oakwood College,Alabama,http://www.oakwood.edu/
Huntsville,United States,University of Alabama - Huntsville,Alabama,http://www.uah.edu/
Florence,United States,International Bible College,Alabama,http://www.i-b-c.edu/
Florence,United States,University of North Alabama,Alabama,http://www.una.edu/
Dothan,United States,"Troy University, Dothan",Alabama,http://dothan.troy.edu/
Birmingham,United States,Andrew Jackson University,Alabama,http://www.aju.edu/
Birmingham,United States,Birmingham-Southern College,Alabama,http://www.bsc.edu/
Birmingham,United States,Breyer State University (Virtual University),Alabama,http://www.breyerstate.com/
Birmingham,United States,Miles College,Alabama,http://www.miles.edu/
Birmingham,United States,Samford University,Alabama,http://www.samford.edu/
Birmingham,United States,Southeastern Bible College,Alabama,http://www.sebc.edu/
Birmingham,United States,University of Alabama - Birmingham,Alabama,http://www.uab.edu/
Birmingham,United States,Virginia College,Alabama,http://www.vc.edu/
Auburn,United States,Auburn University,Alabama,http://www.auburn.edu/
Athens,United States,Athens State College,Alabama,http://www.athens.edu/
Daphne,United States,United States Sports Academy,Alabama,http://www.sport.ussa.edu/
Juneau,United States,University of Alaska - Southeast,Alaska,http://www.uas.alaska.edu/
Glennallen,United States,Alaska Bible College,Alaska,http://www.akbible.edu/
Fairbanks,United States,University of Alaska - Fairbanks,Alaska,http://www.uaf.edu/
Fairbanks,United States,University of Alaska (System),Alaska,http://www.alaska.edu/
Anchorage,United States,Alaska Pacific University,Alaska,https://www.alaskapacific.edu/
Anchorage,United States,University of Alaska - Anchorage,Alaska,https://www.uaa.alaska.edu/
West Covina,United States,ITT Technical Institute West Covina,California,http://www.itttech.edu/campus/
Woodland,United States,York University,California,http://www.yorkuniversity.us/
Whittier,United States,Los Angeles College of Chiropractic,California,http://www.lacc.edu/
Whittier,United States,Whittier College,California,http://www.whittier.edu/
Vallejo,United States,California Maritime Academy,California,http://www.csum.edu/
Vallejo,United States,Touro University,California,http://www.tu.edu/
Turlock,United States,"California State University, Stanislaus",California,http://www.csustan.edu/
Thousand Oaks,United States,California Lutheran University,California,http://www.callutheran.edu/
Sunnyvale,United States,Cogswell Polytechnical College,California,http://www.cogswell.edu/
Stockton,United States,Andon College - Stockton,California,http://www.andoncollege.org/
Stockton,United States,Humphreys College,California,http://www.humphreys.edu/
Stockton,United States,University of the Pacific,California,http://www.pacific.edu/
Stanford,United States,Stanford University,California,http://www.stanford.edu/
Seaside,United States,"California State University, Monterey Bay",California,http://www.monterey.edu/
Santa Monica,United States,Rand Graduate School of Policy Studies,California,http://www.rgs.edu/
Scotts Valley,United States,Bethany College California,California,http://www.bethany.edu/
Santa Paula,United States,Thomas Aquinas College,California,http://www.thomasaquinas.edu/
Santa Clarita,United States,California Institute of the Arts,California,http://www.calarts.edu/
Santa Clarita,United States,The Master's College,California,http://www.masters.edu/
Santa Cruz,United States,"University of California, Santa Cruz",California,http://www.ucsc.edu/
Tempe,United States,Arizona State University,Arizona,http://www.asu.edu/
Tempe,United States,"Arizona State University, Tempe Campus",Arizona,https://campus.asu.edu/tempe
Scottsdale,United States,Frank Lloyd Wright School of Architecture,Arizona,http://www.taliesin.edu/
Prescott,United States,"Embry Riddle Aeronautical University, Prescott",Arizona,http://www.prescott.erau.edu/
Prescott,United States,Northcentral University,Arizona,http://www.ncu.edu/
Prescott,United States,Prescott College,Arizona,http://www.prescott.edu/
Phoenix,United States,American Indian College,Arizona,http://www.aicag.edu/
Phoenix,United States,Arizona Christian University,Arizona,http://www.arizonachristian.edu
Phoenix,United States,"Arizona State University, Downtown Phoenix Campus",Arizona,https://campus.asu.edu/downtown
Phoenix,United States,"Arizona State University, West Campus",Arizona,https://campus.asu.edu/west
Phoenix,United States,"CollegeAmerica, Phoenix",Arizona,http://www.collegeamerica.edu/
