city,country,name,state,website 
Lambayeque,Peru,Universidad Nacional Pedro Ruíz Gallo,,http://www.unprg.edu.pe/
Lima,Peru,Pontificia Universidad Católica del Perú,,http://www.pucp.edu.pe/
Lima,Peru,Universidad Alas Peruanas,,http://www.uap.edu.pe/
Lima,Peru,Universidad Cientifica del Sur,,http://www.ucsur.edu.pe/
Lima,Peru,Universidad de Ciencias y Humanidades,,http://www.uch.edu.pe/
Lima,Peru,Universidad de Lima,,http://www.ulima.edu.pe/
Lima,Peru,Universidad del Pacifico,,http://www.up.edu.pe/
Lima,Peru,Universidad Femenina del Sagrado Corazón,,http://www.unife.edu.pe/
Lima,Peru,Universidad Marcelino Champagnat,,http://www.champagnat.edu.pe/
Lima,Peru,Universidad Nacional Agraria La Molina,,http://www.lamolina.edu.pe/
Lima,Peru,Universidad Nacional de Educación Enrique Guzmán y Valle,,http://www.une.edu.pe/
Lima,Peru,Universidad Nacional de Ingeniería,,http://www.uni.edu.pe/
Lima,Peru,Universidad Nacional del Callao,,http://www.unac.edu.pe/
Lima,Peru,Universidad Nacional Federico Villarreal,,http://www.unfv.edu.pe/
Lima,Peru,Universidad Nacional José Faustino Sánchez Carrión,,http://www.unjfsc.edu.pe/
Lima,Peru,Universidad Nacional Mayor de San Marcos,,http://www.unmsm.edu.pe/
Lima,Peru,Universidad Norbert Wiener,,http://www.uwiener.edu.pe/
Lima,Peru,Universidad Particular Inca Garcilaso de la Vega,,http://www.uigv.edu.pe/
Lima,Peru,Universidad Peruana Cayetano Heredia,,http://www.upch.edu.pe/
Lima,Peru,Universidad Peruana de Ciencias Aplicadas,,http://www.upc.edu.pe/
Lima,Peru,Universidad Peruana de Ciencias e Informática,,http://www.upci.edu.pe/
Lima,Peru,Universidad Peruana Union,,http://www.upeu.edu.pe/
Lima,Peru,Universidad Privada San Juan Bautista,,http://www.upsjb.edu.pe/
Lima,Peru,Universidad Ricardo Palma,,http://www.urp.edu.pe/
Lima,Peru,Universidad San Ignacio de Loyola,,http://www.sil.edu.pe/
Lima,Peru,Universidad San Martin de Porres,,http://www.usmp.edu.pe/
Lima,Peru,Universidad Tecnológica del Peru,,http://www.utp.edu.pe/
Ica,Peru,Universidad Nacional San Luis Gonzaga,,http://www.unica.edu.pe/
Huancayo,Peru,Universidad Nacional del Centro del Perú,,http://www.uncp.edu.pe/
Huancayo,Peru,Universidad Privada Los Andes,,http://www.upla.edu.pe/
Huaraz,Peru,Universidad Nacional Santiago Antúnez de Mayolo,,http://www.unasam.edu.pe/
Chimbote,Peru,Universidad Los Angeles de Chimbote,,http://www.uladech.edu.pe/
Chimbote,Peru,Universidad Nacional de Santa - Chimbote,,http://www.uns.edu.pe/
Chimbote,Peru,Universidad Privada San Pedro,,http://www.usanpedro.edu.pe/
Chiclayo,Peru,Universidad Católica Santo Toribio de Mogrovejo,,http://www.usat.edu.pe/
Chiclayo,Peru,Universidad de Chiclayo,,http://www.udch.edu.pe/
Chiclayo,Peru,Universidad de Lambayeque,,http://www.udl.edu.pe/
Chiclayo,Peru,Universidad Particular de Chiclayo,,http://www.udch.edu.pe/
Chiclayo,Peru,Universidad Privada Juan Mejía Baca,,http://www.umb.edu.pe/
Chiclayo,Peru,Universidad Señor de Sipán,,http://www.uss.edu.pe/
Cajamarca,Peru,Universidad Nacional de Cajamarca,,http://www.unc.edu.pe/
Huánuco,Peru,Universidad de Huánuco,,http://www.udh.edu.pe/
Huánuco,Peru,Universidad Nacional Hermilio Valdizan,,http://www.unheval.edu.pe/
Cusco,Peru,Universidad Andina del Cusco,,http://www.uandina.edu.pe/
Cusco,Peru,Universidad Nacional de San Antonio Abad,,http://www.unsaac.edu.pe/
Cerro de Pasco,Peru,Universidad Nacional Daniel Alcides Carrion,,http://www.undac.edu.pe/
Ayacucho,Peru,Universidad Nacional de San Cristóbal de Huamanga,,http://www.unsch.edu.pe/
Arequipa,Peru,Universidad Católica de Santa María,,http://www.ucsm.edu.pe/
Arequipa,Peru,Universidad Nacional de San Agustin,,http://www.unsa.edu.pe/
Arequipa,Peru,Universidad San Pablo,,http://www.usp.edu.pe/
Abancay,Peru,Universidad Tecnológica de los Andes de Apurímac,,http://www.utea.edu.pe/
Valencia,Philippines,Mountain View College,,http://www.mvc.edu.ph/
Tuguegarao,Philippines,Cagayan State University,,http://www.csu.edu.ph/
Tuguegarao,Philippines,University of Cagayan Valley,,http://www.ucv.edu.ph/
Tuguegarao,Philippines,University of Saint Louis,,http://www.usl.edu.ph/
Zamboanga,Philippines,Ateneo de Zamboanga University,,http://www.adzu.edu.ph/
Zamboanga,Philippines,Western Mindanao State University,,http://www.wmsu.edu.ph/
Tarlac,Philippines,Tarlac State University,,http://www2.mozcom.com/~tsu-ics/
Vigan,Philippines,University of Northern Philippines,,http://www.unp.edu.ph/
Talisay,Philippines,"Irish University Business School, Cebu",,http://www.iubs.co.uk/
Tagbilaran,Philippines,University of Bohol,,http://www.universityofbohol.com/
San Fernando,Philippines,University of the Assumption,,http://www.ua.edu.ph/
Tacloban,Philippines,Leyte Normal University,,http://lnu.evis.net.ph/
San Carlos,Philippines,Virgen Milagrosa University Foundation,,http://www.vmuf.edu.ph/
Rizal,Philippines,University of Perpetual Help,,http://www.uphr.edu.ph/
Ozamiz,Philippines,Misamis University,,http://www.mu.fapenet.org/
Silang,Philippines,Adventist University of the Philippines,,http://www.aup.edu.ph/
San Jose del Monte,Philippines,Bulacan State University,,http://www.bulsu.edu.ph/
Puerto Princesa,Philippines,Palawan State University,,http://www.psu-online.edu.ph/
Naga,Philippines,Ateneo de Naga University,,http://www.adnu.edu.ph/
Naga,Philippines,University of Nueva Caceres,,http://www.unc.edu.ph/
Muñoz,Philippines,Central Luzon State University,,http://www2.mozcom.com/~clsu/
Marawi,Philippines,Mindanao State University,,http://www.msumain.edu.ph/
Manila,Philippines,Adamson University,,http://www.adamson.edu.ph/
Manila,Philippines,Ama University,,http://www.ama.edu.ph/
Manila,Philippines,Arellano University,,http://www.arellano.edu.ph/
Manila,Philippines,Ateneo de Manila University,,http://www.admu.edu.ph/
Manila,Philippines,Centro Escolar University,,http://www.ceu.edu.ph/
Manila,Philippines,Colegio de San Juan de Letran,,http://www.letran.edu/
Manila,Philippines,College of the Holy Spirit,,http://www.holyspirit.edu.ph/
Manila,Philippines,De La Salle University,,http://www.dlsu.edu.ph/
Manila,Philippines,"De La Salle University, Araneta",,http://www.araneta.dlsu.edu.ph/
Manila,Philippines,Emilio Aguinaldo College,,http://www.eac.edu.ph/
Manila,Philippines,Far Eastern University,,http://www.feu.edu.ph/
Manila,Philippines,Feati University,,http://www.featiu.edu.ph/
Manila,Philippines,Information and Communications Technology Academy,,http://www.iacademy.ph/
Manila,Philippines,Lyceum of the Philippines University,,http://www.lpu.edu.ph/
Manila,Philippines,Manila Central University,,http://www.mcu.edu.ph/
Manila,Philippines,Manuel L. Quezon University,,http://www.mlqu.edu.ph/
Manila,Philippines,National University,,http://www.nu.edu.ph/
Manila,Philippines,Our Lady of Fatima University,,http://www.fatima.edu.ph/
Manila,Philippines,Philippine Christian University,,http://www.pcu.edu.ph/
Manila,Philippines,Philippine Women's University,,http://www.pwu.edu/
Manila,Philippines,Polytechnic University of the Philippines,,http://www.pup.edu.ph/
Manila,Philippines,Rizal Technological University,,http://www.rtu.edu.ph/
Manila,Philippines,San Beda College,,http://www.sanbeda.edu.ph/
Manila,Philippines,Technological University of the Philippines,,http://www.tup.edu.ph/
Manila,Philippines,University of Asia and the Pacific,,http://www.uap.edu.ph/
Manila,Philippines,University of Caloocan City,,http://www.ucc-caloocan.edu.ph/
Manila,Philippines,University of Manila,,http://www.univman.edu.ph/
Manila,Philippines,"University of Perpetual Help, System Dalta",,http://www.perpetualdalta.edu.ph/
Manila,Philippines,University of Santo Tomas,,http://www.ust.edu.ph/
Manila,Philippines,University of the City of Manila,,http://www.plm.edu.ph/
Manila,Philippines,"University of the East, Coloocan",,http://www.ue.edu.ph/caloocan/
Manila,Philippines,"University of the East, Manila",,http://www.ue.edu.ph/manila/
Manila,Philippines,"University of the East, Ramon Magsaysay Memorial Medical Center",,http://www.uerm.edu.ph/
Manila,Philippines,University of the Philippines Manila,,http://www.upm.edu.ph/
Malabon,Philippines,De La Salle Araneta University ,,https://www.dlsau.edu.ph/
Miagao,Philippines,University of the Philippines Visayas,,http://www.upv.edu.ph/
Maramag,Philippines,Central Mindanao University,,http://www.cmu.edu.ph/
Malolos,Philippines,Bulacan State University,,http://www.bulsu.edu.ph/
Malolos,Philippines,University of Regina Carmeli,,http://www.urc.edu.ph/
Lucena,Philippines,Manuel S. Enverga University Foundation,,http://www.mseuf.edu.ph/
Los Baños,Philippines,University of the Philippines Los Banos,,http://www.uplb.edu.ph/
Los Baños,Philippines,University of the Philippines Open University,,http://www.upou.org/
Lingayen,Philippines,Pangasinan State University,,http://www.psu.edu.ph/
Legazpi,Philippines,Aquinas University,,http://www.aquinas-university.edu/
Legazpi,Philippines,Bicol University,,http://www.bicol-u.edu.ph/
Legazpi,Philippines,Divine Word College of Legazpi,,http://www.dwc-legazpi.edu/
La Union,Philippines,Don Mariano Marcos Memorial State University,,http://www.dmmmsu.edu.ph/
La Union,Philippines,Saint Louis College,,http://www.slc-sflu.edu.ph/
Laoag,Philippines,Northwestern University of the Philippines,,http://www.nulaoag.com/
Koronadal,Philippines,Notre Dame of Marbel University,,http://www.ndmu.edu.ph/
Kiokong,Philippines,New Era University,,http://www.neu.edu.ph/
Kiokong,Philippines,University of the Philippines Diliman,,http://www.upd.edu.ph/
La Trinidad,Philippines,Benguet State University,,http://www.bsu.edu.ph/
Kalibo,Philippines,Aklan Catholic College,,http://www.acc.edu.ph/
Kabacan,Philippines,University of Southern Mindanao,,http://www.usm.edu.ph/
Panamá,Panama,Columbus University,,http://www.columbus.edu/
Panamá,Panama,Floret Global University,,http://www.floret.edu.pa/
Panamá,Panama,Universidad Abierta y a Distancia de Panama,,http://www.unadp.ac.pa/
Panamá,Panama,Universidad Católica Santa María La Antigua,,http://www.usma.ac.pa/
Panamá,Panama,Universidad del Istmo,,http://www.udi.edu/
Panamá,Panama,Universidad de Panamá,,http://www.up.ac.pa/
Panamá,Panama,Universidad Especializada de Las Americas,,http://www.udelas.ac.pa/
Panamá,Panama,Universidad Interamericana de Educacion a Distancia de Panama,,http://www.uniedpa.com/
Panamá,Panama,Universidad Latina de Panamá,,http://www.ulat.ac.pa/
Panamá,Panama,"Universidad Latinoamericana de Ciencia y Tecnologia, Panamá",,http://www.ulacit.ac.pa/
Panamá,Panama,Universidad Tecnológica de Panamá,,http://www.utp.ac.pa/
Panamá,Panama,Victoria International University,,http://www.viu.edu.pa/
Panamá,Panama,West Coast University (WCU),,http://www.westcoastuniversity-edu.com/
David,Panama,Instituto de Enseñanza Superior Oteima,,http://www.institutoteima.ac.pa/
David,Panama,Universidad Autonoma de Chiriqui,,http://www.unachi.ac.pa/
David,Panama,Universidad de Cartago,,http://www.ucapanama.org/
David,Panama,Universidad Tecnológica Oteima,,http://www.oteima.ac.pa/
Iloilo,Philippines,Central Philippine University,,http://www.cpuic.edu/
Iloilo,Philippines,University of lloilo,,http://www.ui.phinma.edu.ph/
Iloilo,Philippines,University of San Agustin,,http://www.usa.edu.ph/
Iloilo,Philippines,West Visayas State University,,http://www.wvsu.edu.ph/
Iriga,Philippines,University of Northeastern Philippines,,http://www.unep.edu.ph/
Ermita,Philippines,Philippine Normal University,,http://www.pnumanila.com.ph/
Iligan,Philippines,Mindanao State University - Iligan Institute of Technology,,http://www.msuiit.edu.ph/
Ilagan,Philippines,Saint Ferdinand College,,http://www.sfc.edu.ph/
Dumaguete,Philippines,Foundation University,,http://www.foundationu.com/
Dumaguete,Philippines,Silliman University,,http://www.su.edu.ph/
Echague,Philippines,Isabela State University,,http://www.isu.edu.ph/
Davao,Philippines,Ateneo de Davao University,,http://www.addu.edu.ph/
Davao,Philippines,Davao Doctors College,,http://www.davaodoctors.edu.ph/
Davao,Philippines,University of Mindanao,,http://www.umindanao.edu.ph/
Davao,Philippines,University of Southeastern Philippines,,http://www.usep.edu.ph/
Davao,Philippines,University of the Immaculate Conception,,http://uic.globe.com.ph/
Davao,Philippines,University of the Philippines Mindanao,,http://www.upmin.edu.ph/
Dagupan,Philippines,University of Pangasinan,,http://www.upang.edu.ph/
Cotabato,Philippines,Notre Dame University,,http://www.ndu.fapenet.org/
Cagayan,Philippines,Capitol University,,http://www.cu-cdo.edu.ph/
Cagayan,Philippines,Liceo de Cagayan University,,http://www.ldcu.edu.ph/
Cagayan,Philippines,Saint Paul University,,http://www.spu.edu.ph/
Cagayan,Philippines,Xavier University,,http://www.xu.edu.ph/
Bayombong,Philippines,Saint Mary's University,,http://www.smu.edu.ph/
Catbalogan,Philippines,Samar State University,,http://www.ssu.edu.ph/
Cabanatuan,Philippines,Araullo University,,http://www.aupen.edu.ph/
Cabanatuan,Philippines,Wesleyan University Philippines,,http://www.wesleyan.edu.ph/
Cebu,Philippines,Southwestern University,,http://www.swu.edu.ph/
Cebu,Philippines,University of Cebu,,http://www.universityofcebu.edu.ph/
Cebu,Philippines,University of San Carlos,,http://www.usc.edu.ph/
Cebu,Philippines,University of San Jose Recoletos,,http://www.usjr.edu.ph/
Cebu,Philippines,University of Southern Philippines Foundation,,http://www.usp.ph/
Cebu,Philippines,University of the Philippines Visayas - Cebu High School,,http://www.uphighschoolcebu.edu.ph/
Cebu,Philippines,University of the Visayas,,http://www.uv.edu.ph/
Catarman,Philippines,University of Eastern Philippines,,http://www.uep.educ.ph/
Batangas,Philippines,University of Batangas,,http://www.ub.edu.ph/
Baybay,Philippines,Leyte State University ,,http://www.lsu-visca.edu.ph/
Bacolod,Philippines,University of Negros Occidental-Recoletos,,http://www.uno-r.edu.ph/
Bacolod,Philippines,University of Saint La Salle,,http://www.usls.edu/
Bambang,Philippines,Bulacan State University,,http://www.bulsu.edu.ph/
Baguio,Philippines,Philippine Military Academy,,http://www.pma.ph/
Baguio,Philippines,Saint Louis University,,http://www.slu.edu.ph/
Baguio,Philippines,University of Baguio,,http://www.ubaguio.edu/
Baguio,Philippines,University of the Cordilleras,,http://www.uc-bcf.edu.ph/
Baguio,Philippines,University of the Philippines Baguio,,http://www.upb.edu.ph/
Batac,Philippines,Mariano Marcos State University,,http://www.mmsu.edu.ph/
Antipolo,Philippines,Our Lady of Fatima University,,http://www.fatima.edu.ph/
Angeles,Philippines,Angeles University,,http://www.auf.edu.ph/
Angeles,Philippines,Holy Angel University,,http://www.hau.edu.ph/
Zielona Góra,Poland,Pedagogical University of Zielona Gora,,http://www.wsp.zgora.pl/
Zielona Góra,Poland,Technical University of Zielona Gora,,http://www.pz.zgora.pl/
Wrocław,Poland,Academy of Economics in Wroclaw,,http://www.ae.wroc.pl/
Wrocław,Poland,Agricultural University of Wroclaw,,http://www.ar.wroc.pl/
Wrocław,Poland,Fine Arts Academy in Wroclaw,,http://www.asp.wroc.pl/
Wrocław,Poland,Medical Academy in Wroclaw,,http://www.am.wroc.pl/
Wrocław,Poland,"Music Academy ""Karol Lipinski"" in Wroclaw",,http://www.amuz.wroc.pl/
Wrocław,Poland,Physical Education Academy in Wroclaw,,http://www.awf.wroc.pl/
Wrocław,Poland,Technical University of Wroclaw,,http://www.pwr.wroc.pl/
Wrocław,Poland,University of Lower Silesia of the Association for the Advancement of Education in Wroclaw.,,http://www.dswe.wroc.pl/
Wrocław,Poland,University of Wroclaw,,http://www.uni.wroc.pl/
Warsaw,Poland,Agricultural University of Warsaw,,http://www.sggw.waw.pl/
Warsaw,Poland,Aleksander Zelwerowicz State Theatre Academy,,http://www.at.edu.pl/
Warsaw,Poland,Cardinal Stefan Wyszynski University in Warsaw,,http://www.uksw.edu.pl/
Warsaw,Poland,Christian Theological Academy in Warszaw,,http://www.qdnet.pl/ChAT/
Warsaw,Poland,Collegium Civitas,,http://www.collegium.edu.pl/
Warsaw,Poland,European Academy of Arts in Warsaw,,http://www.eas.edu.pl/
Warsaw,Poland,Fine Arts Academy in Warsaw,,http://www.asp.waw.pl/
Warsaw,Poland,French Institute of Management,,http://www.ifg.com.pl/
Warsaw,Poland,Lazarski School of Commerce and Law,,http://www.lazarski.pl/
Warsaw,Poland,Leon Kozminski Academy of Entrepreneurship and Mangement,,http://www.wspiz.edu.pl/
Warsaw,Poland,Leon Kozminski Academy of Entrepreneurship and Mangement in Warsaw,,http://www.wspiz.edu.pl/
Warsaw,Poland,Maria Grzegorzewska College for Special Education,,http://www.wsps.waw.pl/
Warsaw,Poland,Medical Academy in Warszawa,,http://www.amwaw.edu.pl/
Warsaw,Poland,"Music Academy ""Fryderyk Chopin"" in Warszaw",,http://www.chopin.edu.pl/
Warsaw,Poland,Pedagogical University of the Polish Association for Adult Education in Warsaw,,http://www.wsptwpwaw.edu.pl/
Warsaw,Poland,"Physical Education Academy ""Jozef Pilsudski"" in Warsaw",,http://www.awf.edu.pl/
Warsaw,Poland,Polish-Japanese Institute of Information Technology in Warsaw,,http://www.pjwstk.edu.pl/
Warsaw,Poland,Polish Open University in Warsaw (WSZ/POU),,http://www.wsz-pou.edu.pl/
Warsaw,Poland,Ryszard Lazarski University of Commerce and Law in Warsaw,,http://www.wship.edu.pl/
Warsaw,Poland,Technical University of Warsaw,,http://www.pw.edu.pl/
Warsaw,Poland,University of Insurance and Banking in Warsaw,,http://www.wsub.waw.pl/
Warsaw,Poland,University of Management and Marketing,,http://www.wszim.edu.pl/
Warsaw,Poland,University of Warsaw,,http://www.uw.edu.pl/
Warsaw,Poland,Warsaw School of Economics,,http://www.sgh.waw.pl/
Warsaw,Poland,Warsaw School of Information Technology,,http://www.wsisiz.edu.pl/
Warsaw,Poland,Warsaw School of Social Psychology,,http://www.swps.edu.pl/
Wałcz,Poland,Walcz College,,http://www.pwsz.eu/
Szczecin,Poland,Agricultural University of Szczecin,,http://www.ar.szczecin.pl/
Szczecin,Poland,Maritime University in Szczecin,,http://www.wsm.szczecin.pl/
Szczecin,Poland,Pomeranian Academy of Medicine in Szczecin,,http://www.pam.szczecin.pl/
Szczecin,Poland,Technical University of Szczecin,,http://www.tuniv.szczecin.pl/
Szczecin,Poland,University of Szczecin,,http://www.univ.szczecin.pl/
Szczecin,Poland,West Pomeranian Business School in Szczecin,,http://www.zpsb.szczecin.pl/
Szczecin,Poland,Zachodniopomorska School of Science and Engineering,, http://www.zut.edu.pl/
Toruń,Poland,Nicolaus Copernicus University of Torun,,http://www.uni.torun.pl/
Siedlce,Poland,Akademia Podlaska,,http://www.ap.siedlce.pl/
Tarnów,Poland,Higher School o Business in Tarnow,,http://wsb.toi.tarnow.pl/
Słupsk,Poland,Pedagogical University of Slupsk,,http://www.wsp.slupsk.pl/
Rzeszów,Poland,Pedagogical University of Rzeszow,,http://www.univ.rzeszow.pl/
Rzeszów,Poland,Technical University of Rzeszow,,http://www.prz.rzeszow.pl/
Rzeszów,Poland,University of Information Technology and Management in Rzeszow,,http://www.wsiz.rzeszow.pl/
Radom,Poland,Technical University of Radom,,http://www.man.radom.pl/
Pułtusk,Poland,Aleksander Gieysztor School of Humanities in Pultusk,,http://www.wsh.edu.pl/
Płock,Poland,Pawel Wlodkowic University College in Plock,,http://www.wlodkowic.pl/
Poznań,Poland,Academy of Economics in Poznan,,http://www.ae.poznan.pl/
Poznań,Poland,Adam Mickiewicz University of Poznan,,http://www.amu.edu.pl/
Poznań,Poland,Agricultural University of Poznan,,http://www.au.poznan.pl/
Poznań,Poland,Fine Arts Academy in Poznan,,http://www.asp.poznan.pl/
Poznań,Poland,Medical Academy Karol Marcinkowski in Poznan,,http://www.usoms.poznan.pl/
Poznań,Poland,"Music Academy ""Ignacy Jana Paderewski"" in Poznan",,http://www.amuz.poznan.pl/
Poznań,Poland,"Physical Education Academy ""Eugeniusz Piasecki"" in Poznan",,http://www.awf.poznan.pl/
Poznań,Poland,Poznan School of Banking,,http://www.wsb.poznan.pl/
Poznań,Poland,Poznan University of Life Sciences,,http://www.puls.edu.pl/
Poznań,Poland,Technical University of Poznan,,http://www.put.poznan.pl/
Opole,Poland,Technical University of Opole,,http://www.po.opole.pl/
Opole,Poland,University of Opole,,http://www.uni.opole.pl/
Piła,Poland,Staszic Pila College,,http://www.pwsz.pila.pl/
Nowy Sącz,Poland,Higher School o Business/National Louis University(WSB/NLU) in Nowy Sacz,,http://www.wsb-nlu.edu.pl/
Łódź,Poland,Academy of Humanities and Economics in Lodz,,http://www.ahe.edu.pl/
Łódź,Poland,College of Computer Science in Lodz,,http://www.wsinf.edu.pl/
Łódź,Poland,Fine Arts Academy Wladyslaw Strzeminski in Lodz,,http://www.asp.lodz.pl/
Łódź,Poland,Medical Academy in Lodz,,http://www.am.lodz.pl/
Łódź,Poland,Music Academy in Lodz,,http://www.amuz.lodz.pl/
Łódź,Poland,"State Film, Television and Theatre Higher School Leon Schiller in Lodz",,http://www.filmowka.lodz.pl/
Łódź,Poland,Technical University of Lodz,,http://www.p.lodz.pl/
Łódź,Poland,University of Lodz,,http://www.uni.lodz.pl/
Olsztyn,Poland,Agricultural-Technical Academy in Olsztyn,,http://www.art.olsztyn.pl/
Olsztyn,Poland,University of Wamia and Masuria in Olsztyn,,http://www.uwm.edu.pl/
Lublin,Poland,Agricultural University of Lublin,,http://www.ar.lublin.pl/
Lublin,Poland,Catholic University of Lublin,,http://www.kul.lublin.pl/
Lublin,Poland,Maria Curie-Sklodowska University Lublin,,http://www.umcs.lublin.pl/
Lublin,Poland,Medical Academy in Lublin,,http://www.am.lublin.pl/
Lublin,Poland,Technical University of Lublin,,http://www.pol.lublin.pl/
Koszalin,Poland,Technical University of Koszalin,,http://www.tu.koszalin.pl/
Kielce,Poland,Pedagogical University of Kielce,,http://www.pu.kielce.pl/
Kielce,Poland,Technical University of Kielce,,http://www.tu.kielce.pl/
Katowice,Poland,Academy of Economics in Katowice,,http://www.ae.katowice.pl/
Katowice,Poland,Fine Arts Academy in Katowice,,http://www.aspkat.edu.pl/
Katowice,Poland,Katowice School of Economics,,http://www.gwsh.pl/
Katowice,Poland,Katowice School of Technology,,http://www.wst.com.pl/
Katowice,Poland,"Music Academy ""Karol Szymanowski"" in Katowice",,http://www.am.katowice.pl/
Katowice,Poland,Physical Education Academy in Katowice,,http://www.awf.katowice.pl/
Katowice,Poland,Silesian Academy of Medicine in Katowice,,http://www.slam.katowice.pl/
Katowice,Poland,Silesian School of Economics and Languages,,http://www.gallus.pl/
Katowice,Poland,University of Silesia,,http://www.us.edu.pl/
Gdańsk,Poland,Fine Arts Academy in Gdansk,,http://www.asp.gda.pl/
Gdańsk,Poland,Gdansk Management College,,http://www.wsz.pl/
Gdańsk,Poland,Medical Academy in Gdansk,,http://www.amg.gda.pl/
Gdańsk,Poland,"Music Academy ""Stanislaw Moniuszko"" in Gdansk",,http://www.amuz.gda.pl/
Gdańsk,Poland,"Physical Education Academy ""Jedrzej Sniadecki"" in Gdansk",,http://www.awf.gda.pl/
Gdańsk,Poland,Technical University of Gdansk,,http://www.pg.gda.pl/
Gdańsk,Poland,University of Gdansk,,http://www.univ.gda.pl/
Gliwice,Poland,Silesian Technical University of Gliwice,,http://www.polsl.gliwice.pl/
Gdynia,Poland,"Academy of International Economic and Political Relations, Gdynia",,http://www.wsms.edu.pl/
Gdynia,Poland,Gdynia Maritime Academy,,http://www.wsm.gdynia.pl/
Bydgoszcz,Poland,Medical Academy Ludwik Rydygier in Bydgoszcz,,http://www.amb.bydgoszcz.pl/
Bydgoszcz,Poland,"Music Academy ""Felix Nowowiejski"" in Bydgoszcz",,http://www.amuz.bydgoszcz.pl/
Bydgoszcz,Poland,Pedagogical University of Bydgoszcz,,http://www.wsp.bydgoszcz.pl/
Bydgoszcz,Poland,University of Technology and Life Sciences,,http://www.utp.edu.pl/
Częstochowa,Poland,Pedagogical University of Czestochowa,,http://www.wsp.czest.pl/
Częstochowa,Poland,Polonia University in Czêstochowa,,http://www.ap.edu.pl/
Częstochowa,Poland,Technical University of Czestochowa,,http://www.pcz.czest.pl/
Cracow,Poland,Academy of Economics in Cracow,,http://www.ae.krakow.pl/
Cracow,Poland,AGH University of Science and Technology,,http://www.agh.edu.pl/
Cracow,Poland,Agricultural University of Cracow,,http://www.ar.krakow.pl/
Cracow,Poland,Andrzej Frycz Modrzewski Cracow College,,http://www.ksw.edu.pl/
Cracow,Poland,"Fine Arts Academy ""Jan Matejko"" in Cracow",,http://149.156.19.10/
Cracow,Poland,Jagiellonian University Cracow,,http://www.uj.edu.pl/
Cracow,Poland,Ludwik Solski State Academy of Theatre in Cracow,,http://www.pwst.krakow.pl/
Cracow,Poland,Music Academy in Cracow,,http://www.amuz.krakow.pl/
Cracow,Poland,Pedagogical University of Krakow,,http://www.wsp.krakow.pl/
Cracow,Poland,School of Banking and Management in Cracow,,http://www.wszib.krakow.pl/
Cracow,Poland,Technical University of Cracow,,http://www.pk.edu.pl/
Cracow,Poland,University School of Physical Education,,http://www.awf.krakow.pl/
Bielsko-Biała,Poland,Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala,,http://www.tyszkiewicz.edu.pl/
Białystok,Poland,Medical Academy in Bialystok,,http://www.amb.edu.pl/
Białystok,Poland,"Teacher Training College of Revalidation, Rehabilitation and Physical Education",,http://www.nkrriwf.pl/
Białystok,Poland,Technical University of Bialystok,,http://www.pb.bialystok.pl/
Białystok,Poland,University of Bialystok,,http://www.ub.edu.pl/
Białystok,Poland,University of Finance and Management in Bialystok,,http://www.wsfiz.edu.pl/
Yelets,Russia,Yelets State University,,http://www.elsu.ru/
Yekaterinburg,Russia,Academy of Management and Entrepreneurship,,http://www.ame.ru/
Yekaterinburg,Russia,Ural Academy of Public Administration,,http://www.uapa.ru/
Yekaterinburg,Russia,Ural Gorkij State University,,http://www.usu.ru/
Yekaterinburg,Russia,Ural State Academy of Architecture and Arts,,http://www.usaaa.ru/
Yekaterinburg,Russia,Ural State Academy of Law,,http://www.usla.ru/
Yekaterinburg,Russia,Ural State Academy of Mining and Geology,,http://www.usmga.ru/
Yekaterinburg,Russia,Ural State Academy of Railway Transport,,http://www.usart.ru/
Yekaterinburg,Russia,Ural State Conservatory,,http://www.uscon.ru/
Yekaterinburg,Russia,Ural State Technical University,,http://www.ustu.ru/
Yekaterinburg,Russia,Ural State University of Economics,,http://www.usue.ru/
Yaroslavl,Russia,Yaroslavl International University of Business and New Technologies,,http://www.iubnt.yar.ru/
Yaroslavl,Russia,Yaroslavl State Medical Academy,,http://www.yma.ac.ru/
Yaroslavl,Russia,Yaroslavl State Pedagogical University,,http://www.yspu.yar.ru/
Yaroslavl,Russia,Yaroslavl State Technical University,,http://www.ystu.yar.ru/
Yaroslavl,Russia,Yaroslavl State Theatre Institute,,http://www.theatrins-yar.ru/
Yaroslavl,Russia,Yaroslavl State University,,http://www.uniyar.ac.ru/
Vologda,Russia,Vologda State Pedagogical University,,http://www.uni-vologda.ac.ru/
Volgograd,Russia,Volgograd Medical Academy,,http://www.avtlg.ru/~vlgmed/
Volgograd,Russia,Volgograd State Academy of Physical Education,,http://www.vgafk.ru/
Volgograd,Russia,Volgograd State Pedagogical University,,http://www.vspu.ru/
Volgograd,Russia,Volgograd State Technical University,,http://www.vstu.ru/
Volgograd,Russia,Volgograd State University,,http://www.volsu.ru/
Volgograd,Russia,Volgograd State University of Architecture and Civil Engineering (VolgGASU),,http://www.vgasa.ru/
Vladivostok,Russia,East-Siberian State University of Technology,,http://www.esstu.ru/
Vladivostok,Russia,Far Eastern State Technical Fisheries University,,http://www.dalrybvtuz.ru/
Vladivostok,Russia,Far Eastern State Technical University,,http://www.festu.ru/
Vladivostok,Russia,Far Eastern State University,,http://www.dvgu.ru/
Vladivostok,Russia,"Russian Customs Academy, Vladivostok Branch",,http://www.vfrta.ru/
